generation,no_filter_mean,no_filter_std,ours_mean,ours_std,path_signature_mean,path_signature_std
144,0.801387,0.026148,0.738259,0.035588,0.572673,0.017659
145,0.795872,0.022343,0.709039,0.043538,0.564996,0.026039
146,0.803072,0.028760,0.747796,0.073006,0.569323,0.010509
147,0.804463,0.023452,0.825409,0.117714,0.573810,0.014357
148,0.798618,0.022015,0.718762,0.041818,0.572798,0.013847
149,0.784611,0.026289,0.726746,0.041349,0.564856,0.024002
150,0.806866,0.028075,0.755273,0.038904,0.571906,0.020460
151,0.799969,0.025541,0.751650,0.085628,0.572068,0.015316
152,0.816012,0.023036,0.735497,0.063040,0.580505,0.013623
153,0.813310,0.027997,0.721615,0.031852,0.571905,0.020541
154,0.806624,0.026102,0.774666,0.085511,0.568882,0.015029
155,0.809297,0.017517,0.728964,0.034480,0.575869,0.017230
156,0.800522,0.021729,0.799351,0.095505,0.570030,0.010012
157,0.800680,0.020857,0.767520,0.115657,0.561595,0.018595
158,0.810521,0.014030,0.731549,0.049488,0.568614,0.014252
159,0.809473,0.020459,0.750344,0.064363,0.577283,0.014023
160,0.796242,0.028140,0.759932,0.043735,0.566127,0.008476
161,0.797666,0.019126,0.696154,0.026909,0.570867,0.015826
162,0.806178,0.013887,0.745985,0.060997,0.576051,0.015929
163,0.813346,0.022055,0.730103,0.054298,0.572047,0.011046
164,0.799000,0.019432,0.732173,0.061224,0.575014,0.021312
165,0.803529,0.010696,0.730591,0.073207,0.570530,0.019773
166,0.822571,0.019153,0.767736,0.094894,0.577255,0.014212
167,0.809487,0.020920,0.768283,0.093452,0.570258,0.015719
168,0.811450,0.019106,0.757771,0.086399,0.571045,0.020140
169,0.798950,0.014779,0.762743,0.058732,0.575577,0.016039
170,0.807157,0.024894,0.785690,0.068397,0.580427,0.022009
171,0.782958,0.016245,0.712563,0.041000,0.558438,0.017315
172,0.804941,0.018793,0.758397,0.061396,0.572673,0.018402
173,0.803765,0.028957,0.706189,0.053719,0.576066,0.018753
174,0.811947,0.026377,0.694851,0.022361,0.568538,0.017231
175,0.807723,0.023460,0.702507,0.046942,0.566178,0.013318
176,0.798941,0.027370,0.721074,0.036281,0.573671,0.021260
177,0.800986,0.015348,0.727194,0.069934,0.567593,0.011429
178,0.812758,0.025208,0.727792,0.084926,0.573042,0.026673
179,0.807601,0.028450,0.738080,0.053825,0.572018,0.022645
180,0.803501,0.021879,0.732996,0.061161,0.571419,0.015316
181,0.811242,0.018654,0.719963,0.076314,0.576457,0.017612
182,0.811966,0.021839,0.773204,0.069194,0.571108,0.015586
183,0.805470,0.025123,0.728599,0.041648,0.580093,0.012854
184,0.807457,0.010334,0.742539,0.055596,0.572470,0.013803
185,0.807867,0.023212,0.719805,0.038924,0.587978,0.019875
186,0.810275,0.022581,0.720561,0.034143,0.569244,0.018903
187,0.799410,0.023786,0.719310,0.058010,0.566289,0.019277
188,0.803144,0.025066,0.707135,0.060585,0.568056,0.017621
189,0.809924,0.024285,0.741104,0.069330,0.574325,0.017408
190,0.807215,0.018757,0.703784,0.054871,0.567450,0.004436
191,0.812261,0.031683,0.749464,0.044637,0.578992,0.025336
192,0.814742,0.014550,0.729329,0.042346,0.576422,0.015054
193,0.804015,0.017694,0.749272,0.067384,0.565463,0.010008
194,0.809127,0.018249,0.790337,0.127790,0.576176,0.009018
195,0.811729,0.013859,0.713661,0.050760,0.574818,0.017021
196,0.806279,0.026741,0.756023,0.091583,0.566568,0.014083
197,0.806069,0.019658,0.709518,0.025507,0.581669,0.015128
198,0.813478,0.022516,0.766792,0.076979,0.569815,0.027248
199,0.810428,0.014970,0.747040,0.053537,0.574993,0.012539
200,0.817708,0.017758,0.726001,0.044458,0.586839,0.020905
