generation,no_filter_mean,no_filter_std,ours_mean,ours_std,path_signature_mean,path_signature_std
33,0.866325,0.022779,1.838236,0.098188,0.624074,0.013227
34,0.847924,0.013647,1.806666,0.108937,0.627521,0.014228
35,0.860084,0.015155,1.784098,0.091387,0.630642,0.006458
36,0.859596,0.019090,1.747413,0.079546,0.631183,0.018356
37,0.850775,0.017819,1.721982,0.097029,0.624711,0.014209
38,0.850625,0.024975,1.724787,0.152976,0.629579,0.013173
39,0.846872,0.021727,1.661920,0.065333,0.627185,0.014606
40,0.846971,0.020361,1.625780,0.092054,0.622610,0.016317
41,0.853055,0.027103,1.612397,0.093063,0.641216,0.014529
42,0.860189,0.018774,1.597926,0.131379,0.633882,0.013749
43,0.857032,0.022090,1.557477,0.123850,0.638081,0.017294
44,0.855816,0.015753,1.521024,0.111628,0.633579,0.013110
45,0.859766,0.025437,1.516961,0.117172,0.631951,0.017496
46,0.860389,0.024574,1.494671,0.131795,0.631158,0.016562
47,0.846931,0.025568,1.480747,0.100611,0.627633,0.011957
48,0.839536,0.017236,1.420307,0.121137,0.627336,0.014196
49,0.867975,0.016652,1.409745,0.125606,0.633376,0.015307
50,0.858406,0.029096,1.397663,0.097937,0.630439,0.015979
51,0.857614,0.018915,1.398626,0.093065,0.633979,0.013255
52,0.858100,0.017506,1.388533,0.104580,0.634710,0.014485
53,0.855875,0.030820,1.333881,0.114160,0.629004,0.022118
54,0.840425,0.020363,1.272605,0.093223,0.627347,0.017305
55,0.844682,0.017890,1.307740,0.124981,0.621454,0.013607
56,0.858086,0.034487,1.278983,0.113154,0.630999,0.015265
57,0.855351,0.022937,1.268418,0.126096,0.634101,0.013636
58,0.836429,0.009794,1.247767,0.112536,0.619484,0.014124
59,0.847516,0.020390,1.211188,0.073789,0.628860,0.012546
60,0.856928,0.020017,1.173474,0.109202,0.617268,0.014057
61,0.867051,0.022053,1.190560,0.124875,0.637948,0.011621
62,0.849657,0.021086,1.206222,0.121749,0.634393,0.018616
63,0.849778,0.022635,1.168705,0.118155,0.621212,0.023108
64,0.859618,0.021377,1.152054,0.138282,0.635167,0.015265
65,0.856965,0.031664,1.084538,0.095413,0.628056,0.021496
66,0.856907,0.020189,1.095291,0.100197,0.628357,0.013481
67,0.858987,0.028059,1.111731,0.119251,0.627489,0.021177
68,0.860799,0.016115,1.087081,0.106459,0.624707,0.020797
69,0.859005,0.024999,1.086905,0.097754,0.630614,0.014798
70,0.860275,0.026978,1.103287,0.067254,0.637699,0.023309
71,0.862005,0.017658,1.082698,0.059309,0.638800,0.017442
72,0.865989,0.022502,1.093288,0.048271,0.633771,0.013082
73,0.855756,0.021307,1.003998,0.066762,0.623746,0.021468
74,0.845717,0.021469,1.040840,0.082075,0.617263,0.020515
75,0.865581,0.014542,1.027778,0.124029,0.637249,0.017547
76,0.856234,0.021314,0.989922,0.080659,0.630390,0.021562
77,0.849108,0.019241,1.018399,0.110866,0.626566,0.018180
78,0.865400,0.019275,1.008632,0.108321,0.629118,0.010445
79,0.846498,0.017355,0.967338,0.079248,0.622643,0.014919
80,0.853344,0.024034,0.931416,0.081986,0.631833,0.015282
81,0.849574,0.019634,0.969287,0.102797,0.623269,0.009967
82,0.849286,0.021384,0.948207,0.094489,0.626901,0.016558
83,0.855240,0.029959,0.943655,0.074658,0.625633,0.023841
84,0.847138,0.017115,0.907910,0.061358,0.615413,0.011828
85,0.856690,0.015289,0.960874,0.120880,0.629896,0.012949
86,0.853694,0.016637,0.907431,0.067280,0.629912,0.013305
87,0.841110,0.020832,0.923293,0.072361,0.614337,0.010748
88,0.856889,0.009762,0.935152,0.079037,0.631457,0.013895
89,0.856822,0.024325,0.889749,0.118069,0.618507,0.020888
90,0.865809,0.016060,0.910883,0.076645,0.632571,0.010497
91,0.852061,0.022765,0.907373,0.078335,0.622633,0.018239
92,0.852002,0.025215,0.912743,0.092964,0.626329,0.023162
93,0.854080,0.022199,0.950884,0.120109,0.630021,0.017138
94,0.858487,0.020924,0.890251,0.096337,0.633155,0.016456
95,0.849283,0.022469,0.892093,0.093623,0.623066,0.022297
96,0.851642,0.025828,0.906715,0.133204,0.629658,0.021189
97,0.858413,0.014766,0.881688,0.048117,0.634517,0.011839
98,0.849800,0.022760,0.955329,0.081350,0.624995,0.016489
99,0.841725,0.027617,0.861566,0.084649,0.628778,0.016526
100,0.825515,0.022371,0.830284,0.055222,0.606582,0.013853
101,0.857359,0.019736,0.869894,0.089443,0.634045,0.013207
102,0.850574,0.025023,0.857904,0.109866,0.620717,0.020616
103,0.844320,0.025398,0.839025,0.058390,0.625266,0.017266
104,0.855013,0.025017,0.847014,0.053276,0.626295,0.012374
105,0.853781,0.021701,0.829421,0.051418,0.627440,0.017875
106,0.840522,0.028477,0.837157,0.042007,0.623054,0.019259
107,0.847888,0.011635,0.837680,0.056073,0.622673,0.014567
108,0.848966,0.022734,0.908837,0.104857,0.629486,0.014987
109,0.857237,0.017738,0.818527,0.040010,0.624253,0.011464
110,0.844528,0.012645,0.868758,0.083304,0.623772,0.010045
111,0.859876,0.027348,0.881079,0.102958,0.631897,0.023807
112,0.862303,0.028965,0.848198,0.065821,0.634351,0.013115
113,0.837323,0.017867,0.895231,0.146533,0.611914,0.020658
114,0.857365,0.027141,0.875424,0.051542,0.628680,0.015097
115,0.865082,0.030617,0.837776,0.102265,0.628830,0.022594
116,0.846995,0.010102,0.837097,0.055645,0.625458,0.013514
117,0.853623,0.026895,0.847317,0.079876,0.638810,0.025851
118,0.858605,0.018824,0.852441,0.078025,0.628402,0.014671
119,0.874288,0.010010,0.835670,0.059678,0.635307,0.010648
120,0.838316,0.026273,0.808214,0.042008,0.623388,0.019482
121,0.836049,0.026188,0.794366,0.068267,0.614996,0.023884
122,0.855979,0.015668,0.840921,0.051090,0.624621,0.015671
123,0.858458,0.025244,0.843322,0.057437,0.624239,0.017857
124,0.845153,0.022892,0.823218,0.115277,0.617291,0.017800
125,0.863550,0.023916,0.862757,0.074756,0.632554,0.019118
126,0.853381,0.013922,0.851586,0.086641,0.630064,0.021036
127,0.839780,0.021769,0.824127,0.118985,0.616310,0.018657
128,0.851853,0.020534,0.839168,0.098268,0.628577,0.021614
129,0.847306,0.022591,0.844975,0.076784,0.628375,0.014486
130,0.854585,0.014944,0.814799,0.050900,0.626020,0.011132
131,0.850040,0.025164,0.794317,0.042277,0.619811,0.022650
132,0.848176,0.021973,0.833958,0.069085,0.630638,0.015135
133,0.849072,0.012530,0.833797,0.073688,0.624644,0.022275
134,0.848923,0.012003,0.790641,0.028889,0.631597,0.015870
135,0.860468,0.016022,0.872439,0.083999,0.627652,0.017980
136,0.875336,0.034066,0.855065,0.072003,0.641766,0.022496
137,0.859868,0.020694,0.834158,0.056493,0.634295,0.022597
138,0.848900,0.012418,0.855948,0.077614,0.625544,0.009470
139,0.833041,0.015781,0.824283,0.066526,0.618747,0.013449
140,0.866710,0.025838,0.807953,0.041803,0.635313,0.016850
141,0.844502,0.012647,0.785695,0.052236,0.615147,0.009514
142,0.853332,0.018506,0.816637,0.068545,0.617261,0.013697
143,0.840369,0.027300,0.814846,0.051722,0.616947,0.020050
144,0.847267,0.019368,0.808884,0.081286,0.627711,0.017452
145,0.838680,0.016777,0.811802,0.113172,0.617746,0.016942
146,0.843666,0.022402,0.800823,0.055043,0.617202,0.019025
147,0.854515,0.026181,0.786672,0.066067,0.636358,0.017106
148,0.859701,0.026951,0.780617,0.054744,0.633099,0.022808
149,0.862603,0.028352,0.837664,0.071144,0.630125,0.028492
150,0.855294,0.023489,0.811888,0.053419,0.633413,0.016060
151,0.842101,0.019704,0.849249,0.073960,0.623721,0.020385
152,0.866082,0.030758,0.786133,0.014688,0.638640,0.016292
153,0.846590,0.022199,0.789739,0.092254,0.624313,0.027285
154,0.846657,0.025417,0.811392,0.052482,0.619989,0.020138
155,0.839977,0.017896,0.833366,0.086636,0.624625,0.015278
156,0.868159,0.025587,0.802356,0.050749,0.633709,0.018394
157,0.851439,0.022134,0.837067,0.074120,0.629243,0.022840
158,0.844148,0.019557,0.764220,0.045739,0.622387,0.015850
159,0.858831,0.020987,0.811137,0.046571,0.631660,0.020680
160,0.854978,0.027222,0.789131,0.022999,0.627109,0.018187
161,0.850578,0.026666,0.830397,0.090583,0.631653,0.020702
162,0.850606,0.012640,0.827804,0.059070,0.628937,0.014884
163,0.853775,0.025493,0.836627,0.075124,0.623038,0.013902
164,0.851780,0.023162,0.842269,0.079942,0.631207,0.016651
165,0.853023,0.020962,0.816273,0.047672,0.632821,0.019678
166,0.847500,0.021143,0.832228,0.068405,0.619776,0.016316
167,0.861237,0.018914,0.809784,0.059009,0.638523,0.020941
168,0.855889,0.020206,0.846549,0.065187,0.636371,0.011223
169,0.833064,0.033483,0.796941,0.036134,0.624623,0.023296
170,0.858431,0.027468,0.809587,0.035085,0.629379,0.023700
171,0.855606,0.014072,0.821698,0.056218,0.628841,0.015517
172,0.846921,0.025057,0.830363,0.074996,0.621362,0.021184
173,0.848640,0.024356,0.812192,0.076292,0.619861,0.017993
174,0.854090,0.032508,0.791680,0.043933,0.630169,0.028752
175,0.856061,0.024775,0.814856,0.075558,0.628985,0.012344
176,0.850724,0.014883,0.811006,0.078349,0.629755,0.010560
177,0.864894,0.015145,0.805673,0.032129,0.629528,0.017257
178,0.847900,0.023139,0.800432,0.042112,0.621308,0.013088
179,0.854604,0.013434,0.807502,0.056616,0.630131,0.012528
180,0.862319,0.026207,0.806795,0.060988,0.636248,0.018850
181,0.856831,0.022696,0.811103,0.067273,0.633838,0.016743
182,0.871128,0.031257,0.879790,0.106691,0.641519,0.019930
183,0.848535,0.029395,0.799720,0.125315,0.616359,0.024995
184,0.854774,0.029371,0.830976,0.082756,0.631169,0.017714
185,0.849771,0.022108,0.777876,0.046042,0.621630,0.017724
186,0.849274,0.031934,0.807237,0.078689,0.620728,0.017086
187,0.863970,0.015986,0.827703,0.074819,0.630211,0.009169
188,0.864750,0.031847,0.804028,0.038197,0.631521,0.016795
189,0.847838,0.025626,0.785371,0.038327,0.620512,0.015864
190,0.855610,0.013486,0.819537,0.092176,0.627568,0.013705
191,0.853497,0.027959,0.818535,0.077094,0.628848,0.016205
192,0.864273,0.015704,0.794188,0.034449,0.641009,0.008598
193,0.856904,0.027881,0.789860,0.043361,0.630650,0.021428
194,0.864358,0.016353,0.808463,0.054536,0.632228,0.015055
195,0.849240,0.022118,0.768893,0.044419,0.617904,0.020286
196,0.860368,0.014301,0.849049,0.053630,0.633128,0.014510
197,0.848210,0.021157,0.794349,0.044970,0.620074,0.014963
198,0.854884,0.013002,0.807089,0.056566,0.629123,0.010242
199,0.852927,0.020436,0.843477,0.043952,0.630894,0.012914
200,0.854983,0.017704,0.774046,0.035782,0.623242,0.011447
